ID,Lloc,Data,Hora,P.1,P.1.1,P.1.2,P.2,P.3,P.4,P.5,P.6.1,P.6.2,P.7.1,P.7.2,P.7.3,P.8.1,P.8.2,P.8.3,P.8.4,P.8.5,P.8.6,P.8.7,P.8.8,P.8.9,P.8.10,P.8.11,P.8.12,P.8.13,P.9.1,P.9.2,P.9.3,P.9.4,P.9.5,P.9.6,P.9.7,P.9.8,P.9.9,P.9.10,P.9.11,P.9.12,P.9.13,P.9.14,P.9.15,P.9.16,P.9.17,P.9.18,P.9.19,P.9.20,P.9.21,P.9.22,P.10,P.11,P.12,P.12.1,P.12.2,P.13.1,P.13.2,P.13.3,P.13.4,P.13.5,P.13.6,P.13.7,P.13.8,P.13.9,P.13.10,P.13.11,P.13.12,P.13.13,P.13.14,P.14,P.15,P.16,P.17.1,P.17.2,Observacions
41588768F3,1,2013-11-19,13:39:00,2,6,74,1,1,3,22,3,5,VIH,Fongs,Embarassos,4,3,2,4,3,2,1,3,2,2,1,3,1,2,2,1,2,1,1,1,3,1,1,2,3,1,3,1,NA,2,3,2,3,2,2,19,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,11,11,5,3,2,4,4,Cap observació
41588768F4,1,2013-11-19,13:48:00,2,6,73,2,1,3,20,3,4,"Sida, Sífilis, Hepatitis B",Fongs,Embarassos no desitjats,4,3,4,3,3,2,1,3,1,3,1,3,1,3,2,1,1,1,1,3,3,2,1,4,3,1,4,2,3,1,3,3,3,2,NA,15,1,1,1,36,1,1,2,1,2,1,1,2,2,1,1,1,4,6,5,1,1,2,2,Cap observació
41588768F5,1,2013-11-19,14:01:00,2,6,73,1,1,3,20,1,2,Sida,Ladillas,Embarassos no desitjats,4,3,3,4,3,2,1,3,2,3,1,3,1,4,3,1,1,1,1,2,4,1,1,3,3,1,3,1,3,1,2,2,NA,3,1,18,1,2,NA,NA,1,1,2,1,2,2,2,1,2,1,1,1,2,6,3,1,1,4,3,Cap observació
41588768F6,1,2013-11-19,14:15:00,2,6,74,2,1,1,18,3,5,Sida,Infeccions,98,4,4,4,4,4,3,2,3,2,3,1,3,2,3,3,1,2,2,2,3,3,2,1,3,2,1,3,3,3,1,3,3,3,3,1,18,1,2,NA,NA,1,1,2,1,2,1,1,2,2,1,1,1,11,11,2,1,1,4,3,Cap observació
41588768F7,1,2013-11-19,14:23:00,2,6,73,2,1,2,19,3,4,VIH,99,98,4,4,4,4,3,1,1,3,1,3,1,3,1,2,2,1,1,1,1,3,3,1,1,1,1,1,3,3,3,1,2,2,3,3,1,18,1,1,1,18,1,1,1,1,2,1,1,2,2,2,1,2,2,6,4,3,1,2,3,Poca col·laboració per part de l'enquestada.
41588768F8,1,2013-11-19,14:40:00,2,6,73,2,1,4,21,3,5,"Sida, Sífilis",Infeccions vàries,Inestabilitat emocional,4,3,4,4,4,3,1,NA,NA,4,3,4,2,3,3,1,2,1,1,3,3,2,1,2,3,1,4,3,3,1,3,2,3,3,3,20,1,1,1,12,1,1,2,2,2,2,1,2,2,1,1,1,10,6,5,2,1,2,4,Cap observació
41588768F9,1,2013-11-19,14:55:00,2,6,73,1,1,4,22,3,5,Sida,"Lesions, Infeccions",98,4,3,4,3,4,3,3,4,3,4,1,4,2,2,2,1,2,1,1,2,3,2,1,2,3,1,2,3,3,1,3,2,3,3,1,18,1,2,NA,NA,1,1,2,1,1,1,1,2,1,1,1,2,1,1,5,2,1,4,4,Cap observació
41588768F10,1,2013-11-19,15:16:00,2,6,73,1,1,3,20,3,4,"Sífilis, Gonorrea, SIDA, Herpes",Herpes,Inestebilitat psicològica,4,4,4,4,4,4,1,4,1,4,2,4,1,4,2,1,2,2,2,3,3,2,2,3,2,3,3,3,3,1,3,3,3,3,1,NA,1,2,NA,NA,1,1,1,1,1,1,2,2,2,2,1,2,2,6,3,2,1,2,2,No creiem amb la verificitat de les respostes de l
43562071W1,1,2013-11-20,10:20:00,2,13,81,2,1,2,18,3,4,"SIDA, Sifilis",Fongs,Embaras,4,4,4,4,4,4,4,4,3,4,2,4,3,2,2,1,1,1,1,2,3,1,1,2,3,1,3,1,3,1,3,1,3,3,1,17,1,1,1,3,1,1,2,1,2,2,2,2,1,2,1,1,2,6,5,2,1,4,3,Grup 8M
43562071W2,1,2013-11-20,12:00:00,2,7,90,2,2,4,24,3,5,"SIDA, HepatitisB, Gonorrea","Herpes, Mononucleosis",Embaras,4,4,3,4,3,3,2,3,2,3,1,3,1,3,2,1,2,2,2,2,3,2,2,3,2,1,3,2,3,3,3,2,NA,3,3,16,2,2,NA,NA,1,1,2,1,1,2,1,2,2,1,1,1,5,7,NA,1,1,4,4,
43562071W3,1,2013-11-20,12:10:00,2,7,90,1,1,2,24,1,3,"SIDA, Hepatitis",Herpes,NC,4,3,4,3,3,3,2,3,2,3,1,3,1,2,2,1,1,1,1,3,1,1,4,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,15,2,1,1,6,1,1,2,1,2,2,1,1,1,1,12,2,4,9,6,2,1,4,2,
43562071W4,1,2013-11-20,12:15:00,2,7,87,1,1,3,20,1,5,"SIDA, Gonorrea, Sifilis","Ladillas, Infeccions, Fongs",Embaràs,4,3,4,4,4,2,1,4,1,4,1,3,1,3,3,1,1,1,1,1,3,1,1,2,2,1,3,2,3,1,3,2,3,2,1,14,1,2,NA,NA,2,2,1,1,2,1,1,2,2,1,1,1,3,6,3,3,1,4,4,
43562071W5,1,2013-11-20,12:30:00,2,13,81,1,1,2,20,3,4,"SIDA,",Mononucleosis,Tranquilitat pròpia,3,4,4,3,3,3,1,3,1,3,1,3,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,2,3,2,3,2,2,19,1,2,NA,NA,1,1,2,1,2,2,2,2,2,1,1,1,2,4,5,2,1,3,3,
43562071W6,1,2013-11-20,12:45:00,2,13,81,1,1,3,21,3,5,SIDA,Hepatitis,Embaras,4,3,3,4,4,3,2,3,3,4,2,3,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,3,2,1,2,2,16,1,1,2,18,1,1,2,1,2,1,1,2,1,1,1,1,1,6,5,2,1,3,2,
43562071W7,1,2013-11-20,13:00:00,2,13,81,1,1,4,24,1,2,"SIDA, Hepatitis",Ladillas,NS,4,3,4,4,4,3,1,3,1,4,1,3,1,2,2,2,2,1,1,2,3,1,1,2,2,2,1,2,2,1,3,2,3,2,1,16,1,2,NA,NA,1,1,2,2,2,2,1,2,2,1,1,1,11,6,3,2,1,3,2,
43562071W8,1,2013-11-20,14:00:00,2,13,81,2,1,2,19,3,4,SIDA,Hepatitis,Embaras,3,3,4,4,4,3,1,2,2,4,1,2,1,2,2,1,1,1,1,2,3,1,1,2,2,1,2,1,2,2,3,2,NA,2,2,17,1,1,1,10,1,1,2,1,2,2,1,1,1,1,1,1,6,6,5,2,1,4,2,
43562071W9,1,2013-11-21,10:00:00,2,7,87,2,1,3,22,3,4,SIDA,Gonorrea,Embaràs,4,4,4,4,4,2,1,3,2,4,1,3,1,2,2,1,2,1,1,2,2,1,1,2,3,1,2,1,2,2,NA,2,3,2,2,16,1,1,1,24,1,1,1,1,2,2,2,1,2,2,1,1,2,1,4,2,1,4,4,
43562071W10,1,2013-11-21,10:30:00,2,7,87,2,1,1,18,3,4,"SIDA, Hepatitis",Herpes,NS,4,3,4,3,4,2,1,2,1,3,1,2,1,3,2,1,2,1,1,2,3,1,1,3,3,2,1,3,3,1,3,2,3,2,1,15,1,2,NA,NA,1,1,2,2,2,2,1,2,2,1,1,1,2,6,3,2,1,4,2,
47178870M1,1,2013-11-20,10:30:00,2,13,80,1,1,2,19,3,4,"SIDA, sifilis, gonorrea","Fongs, ladillas",Embaràs,3,3,4,4,4,3,3,3,2,4,2,3,1,2,2,1,1,1,1,2,4,1,1,3,3,2,1,1,3,1,3,2,3,2,1,16,2,2,NA,NA,2,1,2,2,2,2,1,2,1,1,1,1,12,6,3,3,1,2,3,
47178870M2,1,2013-11-20,10:17:00,2,13,81,2,1,2,19,3,5,"SIDA, sifilis, gonorrea, herpes","Infeccions, fongs",Embaràs,4,4,4,4,4,3,1,4,2,3,1,3,1,2,2,1,1,1,1,1,3,1,1,3,3,1,3,3,3,1,4,2,4,3,1,17,3,1,1,18,2,1,1,1,2,2,2,2,1,1,1,1,2,6,4,2,1,1,2,
47178870M3,1,2013-11-20,11:45:00,2,13,81,1,1,2,24,1,3,"SIDA, hepatitis","Herpes, gonorrea",Embaràs,4,3,4,3,4,3,2,3,2,4,1,3,1,2,2,1,1,1,1,3,1,1,4,1,1,2,2,3,3,3,3,3,3,3,3,15,2,1,2,6,1,1,2,1,1,2,1,1,1,1,1,2,4,9,6,2,1,4,2,
47178870M4,1,2013-11-20,11:55:00,2,13,81,1,1,1,18,4,5,"SIDA, hepatitis, herpes, papiloma",Fongs,"Irritacions, riscos psicològics",4,4,3,2,3,2,2,3,1,3,1,3,1,2,2,1,1,1,1,2,3,2,1,3,3,1,2,2,NA,1,3,2,3,3,1,16,1,2,NA,NA,1,1,2,2,2,2,1,2,1,2,1,1,2,6,4,2,2,3,3,
47178870M5,2,2013-11-20,11:30:00,2,13,80,1,1,2,18,3,4,"SIDA, sifilis",Herpes,Ladillas,4,3,3,3,3,3,2,3,1,3,1,3,1,4,2,1,1,1,1,1,3,1,1,3,3,1,3,2,3,1,3,3,NA,3,1,17,1,1,2,24,1,1,1,1,NA,2,1,2,2,1,1,1,11,6,5,1,1,3,4,
47178870M6,1,2013-11-20,12:15:00,2,7,87,2,1,4,23,4,3,"SIDA, Sifilis, gonorrea",Herpes,Embaras,4,4,4,4,4,2,2,4,2,3,1,2,1,2,2,1,1,1,2,1,3,1,1,3,3,1,4,3,4,1,3,2,NA,3,1,18,1,1,1,72,1,1,1,1,2,1,1,2,2,1,1,2,7,9,5,2,1,2,2,
47178870M7,2,2013-11-20,12:30:00,2,7,87,2,1,3,20,3,5,"SIDA,","Fongs, clamidia, gonorrea, infeccions",Embaras,4,3,3,3,3,2,2,3,2,3,2,3,1,2,2,1,2,1,1,1,3,1,1,3,3,1,2,3,3,1,3,1,3,2,1,17,1,1,1,3,1,1,2,2,2,1,1,2,1,1,1,1,2,6,5,2,1,3,3,
47178870M8,1,2013-11-20,12:45:00,2,7,87,1,1,3,23,3,4,"SIDA, sifilis, gonorrea","Fongs, herpes","Embaras, riscos psicològics",4,4,4,2,4,4,1,4,1,4,3,4,1,2,2,1,1,2,2,1,1,1,1,2,3,2,3,3,3,2,3,1,3,3,1,15,1,2,NA,NA,2,1,2,2,2,2,1,2,2,2,1,2,2,7,4,3,1,4,3,
47178870M9,2,2013-11-20,12:10:00,2,7,87,2,1,2,20,3,4,SIDA,"Fongs, gonorrea",Embaras,4,3,3,3,3,2,1,3,2,3,1,3,1,2,2,1,2,1,1,1,3,1,1,3,3,2,2,3,3,1,3,2,3,3,1,17,1,2,NA,NA,1,1,2,1,2,2,1,2,1,1,1,1,2,6,NA,2,1,4,4,
47178870M10,1,2013-11-20,13:15:00,2,7,87,2,1,2,20,1,2,NC,NC,NC,4,4,4,4,4,4,2,4,2,4,1,4,1,2,2,1,1,1,1,1,2,1,1,2,2,3,3,1,3,1,3,1,3,2,1,18,1,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,2,2,7,6,4,2,1,3,2,
77922395M1,1,2013-11-19,11:07:00,2,7,87,1,1,2,18,5,NA,Sida,Ladillas,Embaràs,3,2,3,3,3,3,1,1,2,3,2,1,3,2,2,1,2,2,2,2,4,2,1,4,2,1,3,2,4,1,4,4,4,2,2,17,1,1,22,24,1,1,1,1,2,2,1,2,2,2,2,2,1,1,5,2,2,3,3,
77922395M2,1,2013-11-19,11:23:00,2,7,87,1,1,2,23,3,5,Sida,"Herpes, ladillas",Embaràs,3,3,4,4,3,2,1,2,1,3,1,2,1,2,2,1,1,1,1,1,3,1,1,3,2,1,2,3,3,1,1,4,NA,3,1,19,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,2,6,3,2,1,3,2,
77922395M3,1,2013-11-19,11:43:00,2,7,87,2,1,2,18,3,5,"Sida, sífilis",Ladillas,"Embaràs, desgarro",4,4,4,4,4,3,33,4,4,3,2,2,1,4,3,1,1,2,2,2,3,2,3,3,3,2,NA,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,1,1,NA,2,1,2,1,2,2,1,2,1,2,7,22,1,1,2,2,
77922395M4,1,2013-11-19,12:02:00,2,7,87,2,1,2,19,5,NA,"Sida, gonorrea",99,Embaràs,3,3,4,4,3,3,2,3,3,1,2,2,1,3,3,2,3,2,3,4,4,3,3,3,3,1,NA,3,4,NA,3,4,2,3,NA,NA,1,2,NA,NA,1,1,2,1,2,2,1,2,2,2,2,2,NA,NA,NA,1,1,1,2,
77922395M5,1,2013-11-19,12:45:00,2,13,81,1,1,2,25,3,5,"Sida, gonorrea, sífilis","PPapiloma, fongs",Irritacions,4,3,3,3,3,2,11,3,11,3,1,3,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,3,2,4,2,2,14,1,1,2,26,1,1,2,1,2,1,1,2,2,2,1,1,2,7,5,3,1,4,4,
77922395M6,2,2013-11-20,13:05:00,2,13,81,1,1,2,19,3,5,"Sida, sífilis","Herpes, irritacions",Embaràs,4,4,4,4,4,3,2,4,1,3,2,3,1,2,1,1,1,1,1,1,3,1,1,3,3,2,3,2,3,1,3,2,NA,2,1,17,1,2,NA,NA,2,1,2,1,2,2,1,2,2,1,1,1,2,7,3,3,1,4,4,
77922395M7,1,2013-11-20,10:32:00,2,13,81,1,1,2,20,3,4,"Sífilis, sida",Herpes,Embaràs,3,3,3,NA,3,3,2,3,3,3,2,3,3,2,3,1,2,1,1,1,3,1,1,3,3,1,3,3,3,1,3,3,3,3,1,20,1,1,2,6,1,1,2,NA,1,1,1,NA,2,1,2,1,1,6,5,1,1,4,3,
77922395M8,1,2013-11-20,13:15:00,2,13,81,2,1,2,22,3,5,"Sífilis, sida",Infeccions,Tranquil·litat mental,3,2,2,3,4,3,2,3,2,3,1,3,1,2,2,1,1,1,1,1,2,1,1,2,2,2,3,3,4,1,3,2,2,2,1,15,1,1,1,6,1,1,2,1,2,1,1,2,1,1,11,1,9,9,4,3,1,NA,3,
77922395M9,1,2013-11-22,13:05:00,2,13,81,2,1,2,18,5,6,Sida,IIrritacions,99,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,2,2,2,2,NA,NA,2,2,3,3,2,3,2,3,2,3,3,3,3,2,17,2,NA,NA,NA,1,2,1,1,2,1,2,2,2,1,1,1,7,11,2,1,1,4,4,
77922395M10,1,2013-11-22,12:47:00,2,13,81,2,1,2,20,3,4,Sida,99,Picors,4,4,4,4,4,3,2,3,2,3,1,3,2,3,1,2,3,1,1,1,1,1,4,1,1,3,3,3,1,4,2,4,1,4,2,18,1,1,1,5,1,1,1,1,2,2,1,2,2,1,1,1,1,7,4,3,1,3,4,
48250575W1,1,2013-11-19,10:00:00,2,7,87,2,1,2,19,3,5,SIDA,Gonorrea,Embaràs,4,4,4,4,3,1,1,3,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,3,2,2,1,3,2,3,2,3,3,2,15,2,NA,NA,NA,1,1,2,2,1,2,1,2,1,1,2,2,5,9,4,2,2,2,2,
48250575W2,1,2013-11-19,10:40:00,2,7,87,1,1,3,20,2,5,"VIH, Hepatitis, Sífilis, Gonorrea",Fongs,"Pors, Inseguretat",4,4,NA,4,4,3,2,4,3,4,2,4,4,1,2,1,1,1,1,1,3,1,1,2,3,1,1,1,3,1,3,2,3,2,1,15,1,1,2,8,1,1,2,1,2,1,1,2,2,2,1,1,2,6,5,2,1,4,4,
48250575W3,1,2013-11-20,09:00:00,2,7,87,1,3,1,20,1,2,SIDA,Herpes,Embaràs,4,4,4,3,4,4,3,4,3,3,1,4,2,3,3,1,2,2,2,3,3,1,1,3,3,2,2,3,3,2,3,2,3,3,1,16,1,2,NA,NA,2,1,2,2,2,2,1,2,1,1,1,2,2,7,3,2,1,4,4,
48250575W4,1,2013-11-20,09:15:00,2,7,87,2,1,3,21,3,5,"SIDA, Sífilis",98,Embaràs,4,4,4,4,4,4,2,4,NA,3,1,3,3,2,2,1,2,1,2,2,2,1,1,2,3,1,2,2,3,3,3,2,3,2,1,17,1,1,1,24,1,1,1,2,2,2,1,2,2,2,1,2,3,1,4,2,2,3,2,
48250575W5,1,2013-11-20,09:45:00,2,7,86,2,1,1,18,3,4,"SIDA, Sífilis",Herpes,"Problemes familiars, Embaràs",4,4,4,3,4,3,3,3,2,3,1,3,1,3,2,1,1,1,1,2,3,1,1,2,3,1,2,3,3,2,3,3,3,2,1,16,1,1,1,9,2,1,2,1,2,2,1,2,2,1,1,2,2,7,NA,2,2,2,2,
48250575W6,1,2013-11-20,11:15:00,2,13,80,1,1,3,20,3,5,SIDA,"Herpes, Gonorrea",Embaràs,4,3,4,3,4,3,2,4,3,3,1,3,2,3,2,1,1,1,1,2,3,1,1,2,3,1,2,3,3,1,NA,2,NA,2,1,18,1,1,2,12,1,1,2,2,2,1,1,2,2,2,1,1,2,1,4,2,1,4,3,
48250575W7,1,2013-11-20,11:35:00,2,13,80,2,1,2,19,3,4,"SIDA, Sífilis",98,98,4,4,4,3,4,3,2,4,3,2,1,4,3,2,2,1,2,1,1,2,2,2,1,3,2,1,2,2,3,2,3,2,3,2,1,15,1,1,1,6,2,1,1,1,2,2,1,2,2,1,2,2,3,7,5,2,1,3,3,
48250575W8,1,2013-11-20,11:45:00,2,13,81,2,1,2,19,3,5,"VIH, Sífilis",Gonorrea,Embaràs,4,3,4,3,3,3,2,3,2,3,1,3,1,2,2,1,1,2,1,2,3,2,1,2,3,1,2,3,3,2,3,2,NA,2,1,17,1,2,NA,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,10,3,2,1,4,4,
48250575W9,1,2013-11-20,12:00:00,2,13,81,2,1,2,19,3,NA,VIH,98,Embaràs,4,4,4,3,3,3,2,4,3,3,1,3,1,3,3,1,2,2,1,3,3,1,1,3,3,1,2,3,3,1,3,3,NA,3,1,17,1,1,1,4,1,1,2,1,2,2,1,2,2,2,1,2,2,4,NA,1,2,2,2,
48250575W10,1,2013-11-20,12:20:00,2,13,81,1,1,2,19,1,NA,SIDA,Herpes,98,4,4,4,3,3,2,1,3,2,3,1,3,2,2,2,1,1,NA,1,2,3,2,1,2,2,1,1,2,3,2,3,2,3,2,1,16,1,2,NA,NA,2,1,2,2,2,2,1,2,2,2,1,2,2,2,NA,2,1,3,3,
1.0,1,NA,NA,NA,7,87,2,1,2,21,3,5,Sida,Gonorrea,Embarassos,4,4,3,3,4,1,1,3,1,3,1,3,1,2,2,1,2,1,1,1,3,1,1,3,2,1,3,1,3,2,3,3,3,3,2,15,1,1,1,6,1,1,2,1,2,1,1,2,1,2,1,2,2,7,5,1,1,3,2,Grup9M
2.0,2,NA,NA,NA,7,87,2,1,2,20,4,5,Sida,Gonorrea,"Embarassos, danys físics",4,4,4,4,4,4,4,4,4,4,1,4,2,1,1,1,2,1,1,1,4,1,1,2,3,1,2,1,3,3,3,2,4,3,1,14,1,1,1,99,1,1,1,1,2,2,1,2,2,2,1,2,3,3,6,2,1,3,NA,
3.0,1,NA,NA,NA,7,87,2,1,2,19,1,NA,Sida,98,98,3,3,4,3,NA,NA,NA,2,1,4,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,1,1,2,1,1,2,1,1,1,1,7,9,1,1,1,2,2,
4.0,1,NA,NA,NA,7,87,2,1,2,19,1,2,"Sida, Hepatitis",Gonorrea,Embarassos,4,3,4,3,3,2,1,2,1,3,1,3,1,3,3,2,3,1,1,2,3,2,2,3,3,1,3,3,3,1,3,3,3,3,1,19,1,1,1,18,2,1,1,1,2,2,1,2,2,2,2,2,7,6,4,1,1,3,2,
5.0,1,NA,NA,NA,7,87,2,1,2,19,3,5,Sida,Candidiasis,Embarassos,4,3,3,3,2,2,1,2,1,2,1,2,1,3,3,2,2,2,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,NA,1,2,NA,NA,2,1,2,2,1,2,1,2,2,2,2,1,7,2,1,1,2,4,3,
6.0,1,NA,NA,NA,7,87,2,1,1,18,3,4,Sida,Herpes,Embarassos,4,3,3,3,3,2,1,3,3,3,1,2,1,3,2,1,2,1,1,2,4,2,1,3,3,3,2,3,3,1,3,3,3,3,3,17,1,2,NA,NA,2,1,2,1,2,1,1,2,1,1,1,1,4,6,3,1,1,2,3,
7.0,1,NA,NA,NA,7,88,2,1,1,17,3,5,"Sida, Sifilis",Infeccions,Embarassos,4,3,4,4,4,3,2,3,2,3,1,3,1,3,3,1,2,1,1,2,3,2,1,4,3,1,3,3,3,1,3,4,4,3,1,17,1,2,NA,NA,1,1,2,1,2,2,1,1,2,2,2,2,2,4,4,1,1,3,4,
8.0,1,NA,NA,NA,8,110,1,1,1,18,3,4,Sida,Herpes,Embarassos,3,4,3,2,3,2,2,3,1,3,1,3,1,3,3,1,2,1,1,1,3,1,1,3,3,1,3,3,3,1,3,3,3,3,1,17,1,1,2,10,1,1,2,2,2,2,2,1,2,2,1,2,1,11,5,1,1,3,4,
9.0,1,NA,NA,NA,8,133,1,1,1,19,3,4,Sida,Infeccions,Embarassos,4,4,3,4,4,3,2,4,2,4,2,4,2,3,2,1,2,1,1,2,3,1,1,3,3,1,3,2,3,1,NA,3,3,2,1,16,1,1,2,36,2,1,2,2,1,2,2,2,1,2,1,2,9,9,4,1,1,3,4,
10.0,1,NA,NA,NA,8,108,1,1,3,23,3,4,Sida,Fongs,Embarassos no desitjats,3,4,4,3,4,3,2,4,3,3,1,4,2,2,2,1,1,1,1,1,NA,1,1,3,2,2,3,3,3,1,3,3,3,3,1,18,1,2,NA,NA,1,1,2,1,2,2,1,2,1,2,1,1,7,7,3,1,1,2,2,
11.0,1,NA,NA,NA,7,87,2,1,2,19,3,4,"Sida, Hepatitis, Gonorrea","Fongs, Picors",Embarassos,3,4,4,3,3,2,1,3,2,2,1,2,2,2,2,1,1,1,1,1,4,1,1,4,2,1,2,1,3,2,NA,2,NA,3,2,15,1,2,NA,NA,2,1,2,1,2,1,1,2,2,1,2,2,4,4,4,4,1,4,3,
12.0,2,NA,NA,NA,7,87,1,1,3,20,1,3,Sida,Infeccions,Embarassos,3,4,3,4,3,2,1,3,2,2,1,3,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,3,2,1,NA,2,4,2,1,13,1,1,2,42,2,1,2,1,1,1,1,2,1,1,1,1,4,6,4,2,1,4,4,
13.0,2,NA,NA,NA,7,87,1,1,3,20,1,3,"Sida, Hepatitis",98,Embaràs,4,4,4,4,4,3,2,4,2,4,1,4,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,NA,1,NA,1,NA,2,3,14,1,2,NA,NA,2,1,2,2,2,2,1,2,2,2,1,1,2,11,4,4,2,4,3,
14.0,1,NA,NA,NA,7,86,1,1,4,22,3,4,"Hepatitis, Gonorre, Sifilis, Sida","Infeccions, Fongs",Embaràs,3,2,3,4,4,2,2,3,2,3,1,3,1,2,3,1,1,1,1,1,2,1,1,2,2,1,2,2,3,1,4,2,NA,3,3,15,1,1,2,17,1,1,2,1,2,1,1,1,2,1,1,2,4,6,5,3,1,4,4,
15.0,1,NA,NA,NA,7,86,1,1,4,21,3,NA,"VIH, Sifilis, Hepatitis, Gonorrea",Herpes,Embarrassos,4,4,4,4,4,3,2,4,3,4,1,4,1,2,2,1,1,1,1,4,1,1,4,1,2,2,1,4,4,1,4,2,NA,4,1,17,2,2,NA,NA,1,1,2,1,1,1,2,2,2,1,1,1,11,12,4,2,1,4,4,
16.0,1,NA,NA,NA,8,92,2,1,2,19,3,6,"Sida, Papil·lòman, Sifilis, Hepatitis","Fongs, Infeccions","Embaràs, Malestar físic i mental",4,3,3,3,4,2,2,4,2,3,1,3,1,2,2,1,1,1,1,1,3,1,1,3,3,1,2,2,4,2,NA,1,4,2,3,16,1,1,1,8,1,1,1,1,2,1,2,2,2,2,1,2,3,6,5,4,1,4,4,
17.0,1,NA,NA,NA,8,137,2,1,3,22,1,2,"Sida, Sifilis, Hepatitis, Papil·lòman","Clamidies, Candides","Embaràs, Depressions",4,3,3,3,4,3,2,3,1,2,1,2,1,2,2,1,1,1,1,1,3,1,1,3,2,1,2,1,3,1,3,2,4,2,3,16,1,2,NA,NA,1,1,2,1,1,1,1,2,1,1,1,1,12,4,4,2,1,3,4,
18.0,1,NA,NA,NA,8,107,1,1,2,19,3,5,"Sida, Sifilis, Gonorre, Hepatitis B",98,Inestabilitat personal,4,3,3,3,4,2,2,4,3,4,2,4,2,2,2,1,2,1,1,1,4,1,1,3,2,2,2,2,3,2,3,1,3,3,3,15,1,2,NA,NA,1,2,1,2,2,1,2,2,2,1,1,1,11,10,3,5,2,4,4,
19.0,2,NA,NA,NA,8,116,1,1,3,20,3,4,"Sida, Sifilis",Papil·lòman,Embaràs,4,3,3,4,4,3,3,4,3,4,2,4,2,2,2,1,2,1,1,1,2,1,1,3,3,1,1,2,3,2,NA,1,NA,2,2,14,1,1,2,10,1,1,2,2,2,1,2,2,2,2,2,2,1,1,5,5,1,4,4,
20.0,1,NA,NA,NA,8,136,1,1,2,19,3,4,"Sida, Papil·lòman, Hepatitis",Fongs,Embaràs,4,3,4,3,3,2,2,3,2,3,1,3,2,2,3,1,2,1,1,1,3,1,1,2,3,2,2,3,3,1,3,2,3,3,1,16,1,2,NA,NA,1,1,1,2,2,1,2,2,2,2,1,2,1,6,3,3,1,4,3,
21.0,1,NA,NA,NA,7,87,2,1,2,19,3,5,Sida,"Sífilis, Gonorrea",Embaràs,4,4,4,4,3,1,1,3,1,2,1,2,1,2,2,1,1,2,1,3,2,2,1,2,3,2,2,1,3,2,3,2,3,3,2,15,1,2,NA,NA,1,1,2,2,1,2,1,2,1,1,2,2,5,9,4,2,2,2,2,
22.0,2,NA,NA,NA,7,87,1,1,3,20,3,4,"Sida, Gonorrea, Hepatitis",Infeccions,"Embarassos, perjudicis per la integritat moral",4,4,4,4,4,3,2,4,3,3,1,3,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,3,1,3,2,3,2,1,14,1,2,NA,NA,1,1,2,1,1,1,1,2,1,1,1,1,2,6,4,3,2,3,3,
23.0,2,NA,NA,NA,7,87,1,1,1,19,3,5,"Sida, Hepatitis",98,"Infeccions, Embaràs",4,4,4,4,4,3,2,3,1,3,1,3,1,3,2,1,2,1,1,1,3,1,1,2,3,2,2,3,3,1,3,2,3,3,3,16,1,2,NA,NA,1,1,2,1,2,2,1,1,2,1,1,1,7,7,3,2,2,4,4,
24.0,1,NA,NA,NA,7,88,1,1,2,22,3,5,"Sida, Gonorrea, Sífilis","Dermatitis, Paràsits",Embaràs,3,3,3,3,3,3,2,3,1,3,2,2,1,2,1,1,1,1,1,1,3,1,1,2,2,2,1,3,3,3,3,2,3,3,1,17,1,2,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,6,6,3,3,2,3,4,
25.0,2,NA,NA,NA,7,87,2,1,2,19,3,4,"Sida, Sífilis, Hepatitis",98,Embarassos no desitjats,4,3,3,3,3,2,1,3,1,3,1,3,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,1,3,2,3,2,2,15,1,1,1,6,1,1,1,1,1,1,1,2,2,1,1,1,4,6,4,3,2,3,3,
