PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;604;2021;1; ; ; ;706;Trucada a telèfon fix;73;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;24;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;4;PDeCAT;-;Esquerra;7;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;La ideologia; ;7;9;8;7;9;Abans que comenci la campanya;No ho sap;-;PDeCAT;Junts per Catalunya; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;Junts per Catalunya;-;No; ;Sí;7;Sí;7;Sí;6;No; ;No; ;Sí;6;No; ;No; ; ;Catalunya;Catalunya;Cristianisme evangèlic/protestant;-;Sí, un cop per setmana o més;Treballa; ;Assalariat/ada indefinit/ida;Organització privada sense afany de lucre (ONG’S, associacions);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe treballadora baixa;3;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;PDeCAT;NS/NC;PDeCAT;Junts per Catalunya; ; ;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya / PDeCAT
1;605;2021;1; ; ; ;783;Trucada a telèfon mòbil;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;50;De 50 a 64 anys;De 50 a 54 anys;Sí, però no en fa ús;Catalunya; ;1;Dolenta;Dolenta;Gens;4;PACMA;PACMA;No contesta;Mínim catalanisme;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;5;No ho sap; ;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;El mateix dia de les eleccions;No contesta;-; ; ; ; ;-;C’s;-;Estic segur/a que vaig votar;PACMA;PACMA;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;Sí;No contesta;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Amb parella estable;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;2;No contesta;Sí;Mobilitat reduïda;Altres; ; ;COLISTIS   ULCEROSA; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;Altres;NS/NC; ; ; ; ;C's;Altres, blanc;PACMA;Altres, blanc; 
1;606;2021;1; ; ; ;1346;Trucada a telèfon fix;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 10.001 a 50.000; ;Baix Empordà;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;82;65 anys o més;De 80 anys i més;Sí, en fa ús;Altres comunitats autònomes; ;2;Bona;Dolenta;Gens;7;PSC;-;Centre-esquerra;7;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;La ideologia; ;No ho té gens en compte;5;No ho té gens en compte;No ho té gens en compte;8;Abans que comenci la campanya;PSC;-; ; ; ; ;-;PDeCAT;-;Estic segur/a que vaig votar;PSC;-;Sí;4;Sí;7;Sí;6;Sí;8;No; ;Sí;6;No; ;Sí;6;No; ;1952;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Vidu/a;1;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora mitjana;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Bastant;Bastant;Bastant; ;PSC;PSC; ; ; ; ;PDeCAT;PSC;PSC;PSC; 
1;607;2021;1; ; ; ;1010;Trucada a telèfon mòbil;430;Dona;32;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;CORNELLÀ DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;18;24 anys o menys;De 15 a 19 anys;No;Catalunya; ;1;Molt dolenta;Molt dolenta;Molt;3;Vox;-;Centre-dreta;2;Massa autonomia;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;La ideologia;L’actuació en el Govern/L’actuació a l’oposició;8;Ho té molt en compte;5;No ho té gens en compte;4;Abans que comenci la campanya;Vox;-; ; ; ; ;-;ERC;-;No vaig votar perquè no podia (edat, malaltia...); ;-;No; ;Sí;Molt deficient;Sí;Molt deficient;Sí;Molt deficient;No; ;Sí;Molt deficient;No; ;Sí;2;No; ; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;No treballa;Estudiant; ; ;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Només espanyol/a;Castellà;-;Castellà;-;Classe mitjana-alta; ;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Vox;Vox; ; ; ; ;ERC; ;No poder votar;No va votar; 
1;608;2021;1; ; ; ;962;Trucada a telèfon mòbil;850;Dona;50;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;Menor o igual a 2.000; ;Ribera d'Ebre;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;53;De 50 a 64 anys;De 50 a 54 anys;No;Catalunya; ;1;Dolenta;Ni bona ni dolenta;Molt;5;Altres partits;partidos de derecha;Centre-dreta;7;Un nivell insuficient d’autonomia;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;8;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;8;Abans que comenci la campanya;No ho sap;-;PSC;Altres partits; ; ;no sabe cual otro aun;No ho recorda;supone que los independe3ntistas pero no lo sabe;Estic segur/a que vaig votar;CDC;CONVERGENCIA;No; ;Sí;5;Sí;5;Sí;5;Sí;3;Sí;5;No; ;Sí;3;Sí;4; ;Unió Europea;Unió Europea;No contesta;SIN ESPECIFICAR;Sí, algun cop a l’any;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;4;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Molt; ;Altres;NS/NC;PSC;Altres, blanc; ; ;NS/NC;Junts per Catalunya;CDC;Junts per Catalunya;PSC / Altres
1;609;2021;1; ; ; ;810;Trucada a telèfon fix;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Berguedà;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;64;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;PPC;pp;Centre;Mínim catalanisme;Massa autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;No ho té gens en compte;Abans que comenci la campanya;PPC;pp; ; ; ; ;-;PSC;socialistas;Estic segur/a que vaig votar;C’s;-;No; ;Sí;Molt deficient;Sí;Molt deficient;Sí;5;No; ;Sí;7;Sí;Molt deficient;No; ;Sí;Molt deficient; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Pensionista (abans no ha treballat); ; ;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;2;Només espanyol/a;Castellà;-;Castellà;-; ;Classe treballadora mitjana;3;Entre 2.001€ i 3.000€;Sí;Transtorns mental; ; ; ;psiquica  minusvalia; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant; ;PPC;PPC; ; ; ; ;PSC;C's;C’s;C's; 
1;610;2021;1; ; ; ;1219;Trucada a telèfon fix;68;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania i una altra;Dona;62;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Dolenta;Bona;Poc;8;Cap;-;Esquerra;5;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No ho sap;Amb tota seguretat aniré a votar;El líder/cap de llista; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;El mateix dia de les eleccions;No ho sap;-;No ho sap; ; ; ; ;No ho recorda;-;No vaig votar; ;-;Sí;Excel·lent;Sí;8;No; ;Sí;Excel·lent;No; ;No; ;No; ;No; ;Sí;Excel·lent;2004;Resta del món;Resta del món;Catolicisme;-;No, mai;No treballa;Treball domèstic no remunerat; ; ;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Divorciat/ada;3;Només espanyol/a;Castellà;-;Castellà;-;Classe mitjana-baixa; ;4;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Molt; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC; ;No va votar;No va votar;NS/NC
1;611;2021;1; ; ; ;634;Trucada a telèfon mòbil;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;24;24 anys o menys;De 20 a 24 anys;No;Catalunya; ;1;Dolenta;Dolenta;Bastant;3;No contesta;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia;L’actuació en el Govern/L’actuació a l’oposició;7;9;Ho té molt en compte;9;Ho té molt en compte;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;No contesta;-;Sí;3;Sí;6;Sí;2;Sí;4;Sí;3;Sí;3;Sí;3;Sí;3;Sí;3; ;Altres comunitats autònomes;Catalunya;Cap: Agnosticisme;-; ;No treballa;Estudiant; ; ;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Només català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe mitjana-alta; ;4;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Bastant;Bastant;Molt;Bastant;Sí;NS/NC;NS/NC; ; ; ; ;ERC;NS/NC;No contesta;NS/NC; 
1;612;2021;1; ; ; ;671;Trucada a telèfon mòbil;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Garraf;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;56;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Dolenta;Molt dolenta;Poc;2;PSC;-;Centre-esquerra;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;El propi partit;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;5;3;5;Abans que comenci la campanya;PSC;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;1975;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora mitjana;3;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;PSC;PSC; ; ; ; ;NS/NC;PSC;PSC;PSC; 
1;613;2021;1; ; ; ;1407;Trucada a telèfon fix;828;Dona;27;Universitari grau mig;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Osona;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Ni bona ni dolenta;Bona;Bastant;6;Cap;-;Centre;Màxim catalanisme;No ho sap;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;6;6;5;5;5;Durant la campanya electoral;No contesta;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;1960;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop al mes;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Tan espanyol/a com català/ana;Català (Valencià/Balear);-;Castellà;-;Classe mitjana; ;3;No contesta;No; ; ; ; ;-; ;Sí;Alguna vegada;Bastant;Bastant;Bastant;Bastant; ;Cap;NS/NC; ; ; ; ;NS/NC;PSC;PSC;PSC; 
1;614;2021;1; ; ; ;748;Trucada a telèfon mòbil;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Barcelonès;Sí;Li és indiferent;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;29;De 25 a 34 anys;De 25 a 29 anys;Sí, però no en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Gens;5;Cap;-;Esquerra;5;Un nivell suficient d’autonomia;No contesta;No;Amb tota seguretat no aniré a votar;La ideologia; ;5;5;5;5;5;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;No ho recorda;-;No vaig votar; ;-;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ;No ho sap; ; ;Catalunya;Catalunya;Cap: Ateisme;-; ;No treballa;Aturat/ada i ha treballat abans; ;Sector públic (Administració Pública + empreses públiques);Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Totes dues igual: català (valencià/balear) i castellà;-; ;Classe treballadora mitjana;3;No ho sap;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Poc;Bastant;Bastant;Sí;Cap;No votaria; ; ; ; ;NS/NC; ;No va votar;No va votar; 
1;615;2021;1; ; ; ;691;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;MANRESA;Bages;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;68;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;6;ERC;-;Centre-esquerra;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El propi partit;La ideologia;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;8;9;Abans que comenci la campanya;No ho sap;-;ERC;Junts per Catalunya; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;Sí;Molt deficient;Sí;7;Sí;8;Sí;4;Sí;4;Sí;Molt deficient;Sí;5;Sí;Molt deficient;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;ERC;NS/NC;ERC;Junts per Catalunya; ; ;NS/NC;ERC;ERC;ERC;Junts per Catalunya / ERC
1;616;2021;1; ; ; ;741;Trucada a telèfon mòbil;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT CUGAT DEL VALLÈS;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;50;De 50 a 64 anys;De 50 a 54 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Molt;5;No contesta;-;Esquerra;Màxim catalanisme;No contesta;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;Ho té molt en compte;7;7;7;7;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;ERC;-;Habitualment voto, però aquesta vegada no; ;-;Sí;Molt deficient;Sí;6;Sí;4;Sí;3;Sí;No contesta;Sí;No contesta;Sí;7;Sí;No contesta;Sí;No contesta; ;Altres comunitats autònomes;Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora alta;3;No contesta;No; ; ; ; ;-; ;Sí;Mai;Poc;Molt;Molt;Molt; ;NS/NC;NS/NC; ; ; ; ;ERC; ;No va votar;No va votar; 
1;617;2021;1; ; ; ;1151;Trucada a telèfon fix;659;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT BOI DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;62;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Molt dolenta;Molt dolenta;Gens;Molt dolenta;Cap;-;No ho sap;5;No contesta;Un Estat dins una Espanya federal;No;Amb tota seguretat no aniré a votar;No contesta; ;No contesta;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;No contesta;El mateix dia de les eleccions;No contesta;-; ; ; ; ;-;No contesta;-;No ho sap; ;-;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;No; ;Sí;No contesta;Sí;No contesta;Sí;No contesta;1960;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop al mes;No treballa;Treball domèstic no remunerat; ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;hasta octavo.;Casat/ada;3;Més espanyol/a que català/ana;Castellà;-;Castellà;-; ;No ho sap;3;No ho sap;No; ; ; ; ;-; ;No;Sovint;Bastant;Bastant;Poc;Bastant;Sí;Cap;NS/NC; ; ; ; ;NS/NC; ;No ho recorda;NS/NC; 
1;618;2021;1; ; ; ;1195;Trucada a telèfon mòbil;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;VILADECANS;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;86;65 anys o més;De 80 anys i més;Sí, en fa ús;Altres comunitats autònomes; ;1;Dolenta;Dolenta;Bastant;5;Altres partits;los partidos de izquierda;Esquerra;6;No ho sap;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;4;9;6;Ho té molt en compte;6;Abans que comenci la campanya;No ho sap;-;PSC;Catalunya en Comú Podem; ; ;-;ERC;-;Estic segur/a que vaig votar;Catalunya en Comú Podem;-;No; ;No; ;Sí;7;Sí;7;No; ;No; ;No; ;No; ;No; ;1957;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Sap llegir i escriure però va anar menys de 5 anys a l’escola;-;Casat/ada;3;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Bastant;Bastant;Bastant; ;Altres;NS/NC;PSC;Catalunya en Comú Podem; ; ;ERC;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;PSC / Catalunya en Comú Podem
1;619;2021;1; ; ; ;913;Trucada a telèfon mòbil;851;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT CUGAT DEL VALLÈS;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;35;De 35 a 49 anys;De 35 a 39 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;6;ERC;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia;L’actuació en el Govern/L’actuació a l’oposició;8;9;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;5;Sí;5;Sí;5;Sí;5;Sí;5;Sí;5;Sí;6;No; ;Sí;5; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Solter/a;0;Més català/ana que espanyol/a;Castellà;-;Castellà;-; ;Classe mitjana alta;2;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;Sí;Quasi mai;Gens;Molt;Molt;Molt; ;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;620;2021;1; ; ; ;806;Trucada a telèfon fix;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;45;De 35 a 49 anys;De 45 a 49 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Bastant;2;Catalunya en Comú Podem;-;Extrema esquerra;5;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;En Comú Podem;en comú podem; ; ; ; ; ;ERC;-;Estic segur/a que vaig votar;En Comú Podem;comu podem;No; ;Sí;1;Sí;1;Sí;2;Sí;5;Sí;2;Sí;5;No; ;Sí;No ho sap; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe mitjana baixa;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant; ;Catalunya en Comú Podem;Catalunya en Comú Podem; ; ; ; ;ERC;Catalunya en Comú Podem;En Comú Podem;Catalunya en Comú Podem; 
1;621;2021;1; ; ; ;699;Trucada a telèfon fix;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;LLEIDA;De 2.001 a 10.000; ;Segrià;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;67;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Dolenta;Poc;5;Cap;-;Centre;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;7;L’actuació en el Govern/L’actuació a l’oposició; ;4;4;4;4;5;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;Altres partits;el mateix que hi ha ara ç;Estic segur/a que vaig votar;No contesta;-;No; ;No; ;Sí;7;Sí;7;Sí;5;Sí;5;No; ;No; ;Sí;5; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Divorciat/ada;1;Tan espanyol/a com català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe treballadora mitjana;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Bastant;Bastant;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;Altres;NS/NC;No contesta;NS/NC;NS/NC
